Code,Country,Type,Variable,Year,Value
TUR,Turkey,Pigmeat,Production,1996,1.425
TUR,Turkey,Pigmeat,Production,1997,0.053
TUR,Turkey,Pigmeat,Production,1998,0.314
TUR,Turkey,Pigmeat,Production,1999,0.24
TUR,Turkey,Pigmeat,Production,2000,0.274
TUR,Turkey,Pigmeat,Production,2001,0.086
TUR,Turkey,Pigmeat,Production,2002,0.193
TUR,Turkey,Pigmeat,Production,2003,0.28
TUR,Turkey,Pigmeat,Production,2004,0.372
TUR,Turkey,Pigmeat,Production,2005,0.065
TUR,Turkey,Pigmeat,Production,2006,0
TUR,Turkey,Pigmeat,Production,2007,0
TUR,Turkey,Pigmeat,Production,2008,0
TUR,Turkey,Pigmeat,Production,2009,0.029
TUR,Turkey,Pigmeat,Production,2010,0
TUR,Turkey,Pigmeat,Production,2011,0
TUR,Turkey,Pigmeat,Production,2012,0
TUR,Turkey,Pigmeat,Production,2013,0
TUR,Turkey,Pigmeat,Production,2014,0
TUR,Turkey,Pigmeat,Production,2015,0
TUR,Turkey,Pigmeat,Production,2016,0
TUR,Turkey,Pigmeat,Production,2017,0
TUR,Turkey,Pigmeat,Production,2018,0
TUR,Turkey,Pigmeat,Production,2019,0
TUR,Turkey,Pigmeat,Production,2020,0
TUR,Turkey,Pigmeat,Production,2021,0
TUR,Turkey,Pigmeat,Production,2022,0
TUR,Turkey,Pigmeat,Production,2023,0
TUR,Turkey,Pigmeat,Production,2024,0
TUR,Turkey,Pigmeat,Production,2025,0
TUR,Turkey,Pigmeat,Production,2026,0
TUR,Turkey,Pigmeat,Production,2027,0
TUR,Turkey,Pigmeat,Production,2028,0
TUR,Turkey,Pigmeat,Production,2029,0
TUR,Turkey,Pigmeat,Production,2030,0
OCD,OCEANIA,Sheepmeat,Human consumption per capita,1990,20.962
OCD,OCEANIA,Sheepmeat,Human consumption per capita,1991,20.405
OCD,OCEANIA,Sheepmeat,Human consumption per capita,1992,18.778
OCD,OCEANIA,Sheepmeat,Human consumption per capita,1993,17.87
OCD,OCEANIA,Sheepmeat,Human consumption per capita,1994,19.071
OCD,OCEANIA,Sheepmeat,Human consumption per capita,1995,15.838
OCD,OCEANIA,Sheepmeat,Human consumption per capita,1996,14.302
OCD,OCEANIA,Sheepmeat,Human consumption per capita,1997,16.157
OCD,OCEANIA,Sheepmeat,Human consumption per capita,1998,15.803
OCD,OCEANIA,Sheepmeat,Human consumption per capita,1999,15.908
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2000,16.172
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2001,14.301
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2002,12.182
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2003,12.518
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2004,12.295
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2005,12.263
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2006,12.497
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2007,11.832
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2008,10.273
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2009,7.887
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2010,6.756
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2011,7.297
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2012,8.378
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2013,7.642
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2014,6.826
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2015,7.495
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2016,6.709
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2017,7.345
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2018,6.199
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2019,5.442
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2020,5.367
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2021,4.889
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2022,5.015
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2023,5.07
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2024,5.031
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2025,4.997
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2026,4.984
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2027,4.962
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2028,5.009
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2029,5.053
OCD,OCEANIA,Sheepmeat,Human consumption per capita,2030,5.097
OCD,OCEANIA,Poultry meat,Direct GHG emission,1990,0.254
OCD,OCEANIA,Poultry meat,Direct GHG emission,1991,0.245
OCD,OCEANIA,Poultry meat,Direct GHG emission,1992,0.27
OCD,OCEANIA,Poultry meat,Direct GHG emission,1993,0.291
OCD,OCEANIA,Poultry meat,Direct GHG emission,1994,0.3
OCD,OCEANIA,Poultry meat,Direct GHG emission,1995,0.303
OCD,OCEANIA,Poultry meat,Direct GHG emission,1996,0.334
OCD,OCEANIA,Poultry meat,Direct GHG emission,1997,0.355
OCD,OCEANIA,Poultry meat,Direct GHG emission,1998,0.387
OCD,OCEANIA,Poultry meat,Direct GHG emission,1999,0.398
OCD,OCEANIA,Poultry meat,Direct GHG emission,2000,0.383
OCD,OCEANIA,Poultry meat,Direct GHG emission,2001,0.387
OCD,OCEANIA,Poultry meat,Direct GHG emission,2002,0.396
OCD,OCEANIA,Poultry meat,Direct GHG emission,2003,0.396
OCD,OCEANIA,Poultry meat,Direct GHG emission,2004,0.39
OCD,OCEANIA,Poultry meat,Direct GHG emission,2005,0.359
OCD,OCEANIA,Poultry meat,Direct GHG emission,2006,0.423
OCD,OCEANIA,Poultry meat,Direct GHG emission,2007,0.464
OCD,OCEANIA,Poultry meat,Direct GHG emission,2008,0.426
OCD,OCEANIA,Poultry meat,Direct GHG emission,2009,0.45
OCD,OCEANIA,Poultry meat,Direct GHG emission,2010,0.405
OCD,OCEANIA,Poultry meat,Direct GHG emission,2011,0.429
OCD,OCEANIA,Poultry meat,Direct GHG emission,2012,0.471
OCD,OCEANIA,Poultry meat,Direct GHG emission,2013,0.459
OCD,OCEANIA,Poultry meat,Direct GHG emission,2014,0.456
OCD,OCEANIA,Poultry meat,Direct GHG emission,2015,0.418
OCD,OCEANIA,Poultry meat,Direct GHG emission,2016,0.441
OCD,OCEANIA,Poultry meat,Direct GHG emission,2017,0.461
OCD,OCEANIA,Poultry meat,Direct GHG emission,2018,0.476
OCD,OCEANIA,Poultry meat,Direct GHG emission,2019,0.482
OCD,OCEANIA,Poultry meat,Direct GHG emission,2020,0.492
OCD,OCEANIA,Poultry meat,Direct GHG emission,2021,0.48
OCD,OCEANIA,Poultry meat,Direct GHG emission,2022,0.487
OCD,OCEANIA,Poultry meat,Direct GHG emission,2023,0.493
OCD,OCEANIA,Poultry meat,Direct GHG emission,2024,0.499
OCD,OCEANIA,Poultry meat,Direct GHG emission,2025,0.501
OCD,OCEANIA,Poultry meat,Direct GHG emission,2026,0.502
OCD,OCEANIA,Poultry meat,Direct GHG emission,2027,0.503
OCD,OCEANIA,Poultry meat,Direct GHG emission,2028,0.504
OCD,OCEANIA,Poultry meat,Direct GHG emission,2029,0.505
OCD,OCEANIA,Poultry meat,Direct GHG emission,2030,0.506
EUR,EUROPE,Beef and veal,Consumption,1990,12415.842
EUR,EUROPE,Beef and veal,Consumption,1991,12310.456
EUR,EUROPE,Beef and veal,Consumption,1992,15833.119
EUR,EUROPE,Beef and veal,Consumption,1993,15307.194
EUR,EUROPE,Beef and veal,Consumption,1994,14542.667
EUR,EUROPE,Beef and veal,Consumption,1995,13614.427
EUR,EUROPE,Beef and veal,Consumption,1996,13148.576
EUR,EUROPE,Beef and veal,Consumption,1997,12873.374
EUR,EUROPE,Beef and veal,Consumption,1998,12573.968
EUR,EUROPE,Beef and veal,Consumption,1999,11856.394
EUR,EUROPE,Beef and veal,Consumption,2000,11790.047
EUR,EUROPE,Beef and veal,Consumption,2001,11694.918
EUR,EUROPE,Beef and veal,Consumption,2002,12140.036
EUR,EUROPE,Beef and veal,Consumption,2003,12063.225
EUR,EUROPE,Beef and veal,Consumption,2004,12183.185
EUR,EUROPE,Beef and veal,Consumption,2005,12288.543
EUR,EUROPE,Beef and veal,Consumption,2006,12189.774
EUR,EUROPE,Beef and veal,Consumption,2007,12425.338
EUR,EUROPE,Beef and veal,Consumption,2008,12282.757
EUR,EUROPE,Beef and veal,Consumption,2009,11901.79
EUR,EUROPE,Beef and veal,Consumption,2010,11730.559
EUR,EUROPE,Beef and veal,Consumption,2011,11674.93
EUR,EUROPE,Beef and veal,Consumption,2012,11501.757
EUR,EUROPE,Beef and veal,Consumption,2013,10905.944
EUR,EUROPE,Beef and veal,Consumption,2014,10968.784
EUR,EUROPE,Beef and veal,Consumption,2015,10871.969
EUR,EUROPE,Beef and veal,Consumption,2016,10850.39
EUR,EUROPE,Beef and veal,Consumption,2017,10755.604
EUR,EUROPE,Beef and veal,Consumption,2018,11020.312
EUR,EUROPE,Beef and veal,Consumption,2019,10897.877
EUR,EUROPE,Beef and veal,Consumption,2020,10683.077
EUR,EUROPE,Beef and veal,Consumption,2021,10597.446
EUR,EUROPE,Beef and veal,Consumption,2022,10544.621
EUR,EUROPE,Beef and veal,Consumption,2023,10499.837
EUR,EUROPE,Beef and veal,Consumption,2024,10467.602
EUR,EUROPE,Beef and veal,Consumption,2025,10437.941
EUR,EUROPE,Beef and veal,Consumption,2026,10400.42
EUR,EUROPE,Beef and veal,Consumption,2027,10361.938
EUR,EUROPE,Beef and veal,Consumption,2028,10326.073
EUR,EUROPE,Beef and veal,Consumption,2029,10286.231
EUR,EUROPE,Beef and veal,Consumption,2030,10242.08
BRICS,BRICS,Poultry meat,Direct GHG emission,1990,10.873
BRICS,BRICS,Poultry meat,Direct GHG emission,1991,11.916
BRICS,BRICS,Poultry meat,Direct GHG emission,1992,14.85
BRICS,BRICS,Poultry meat,Direct GHG emission,1993,16.091
BRICS,BRICS,Poultry meat,Direct GHG emission,1994,16.316
BRICS,BRICS,Poultry meat,Direct GHG emission,1995,16.657
BRICS,BRICS,Poultry meat,Direct GHG emission,1996,17.616
BRICS,BRICS,Poultry meat,Direct GHG emission,1997,19.887
BRICS,BRICS,Poultry meat,Direct GHG emission,1998,14.859
BRICS,BRICS,Poultry meat,Direct GHG emission,1999,16.293
BRICS,BRICS,Poultry meat,Direct GHG emission,2000,17.305
BRICS,BRICS,Poultry meat,Direct GHG emission,2001,18.231
BRICS,BRICS,Poultry meat,Direct GHG emission,2002,19.804
BRICS,BRICS,Poultry meat,Direct GHG emission,2003,19.407
BRICS,BRICS,Poultry meat,Direct GHG emission,2004,20.526
BRICS,BRICS,Poultry meat,Direct GHG emission,2005,21.526
BRICS,BRICS,Poultry meat,Direct GHG emission,2006,21.51
BRICS,BRICS,Poultry meat,Direct GHG emission,2007,22.56
BRICS,BRICS,Poultry meat,Direct GHG emission,2008,24.372
BRICS,BRICS,Poultry meat,Direct GHG emission,2009,25.175
BRICS,BRICS,Poultry meat,Direct GHG emission,2010,25.876
BRICS,BRICS,Poultry meat,Direct GHG emission,2011,22.619
BRICS,BRICS,Poultry meat,Direct GHG emission,2012,23.333
BRICS,BRICS,Poultry meat,Direct GHG emission,2013,22.692
BRICS,BRICS,Poultry meat,Direct GHG emission,2014,21.759
BRICS,BRICS,Poultry meat,Direct GHG emission,2015,21.451
BRICS,BRICS,Poultry meat,Direct GHG emission,2016,24.307
BRICS,BRICS,Poultry meat,Direct GHG emission,2017,24.626
BRICS,BRICS,Poultry meat,Direct GHG emission,2018,25.289
BRICS,BRICS,Poultry meat,Direct GHG emission,2019,28.461
BRICS,BRICS,Poultry meat,Direct GHG emission,2020,29.102
BRICS,BRICS,Poultry meat,Direct GHG emission,2021,28.843
BRICS,BRICS,Poultry meat,Direct GHG emission,2022,28.951
BRICS,BRICS,Poultry meat,Direct GHG emission,2023,28.305
BRICS,BRICS,Poultry meat,Direct GHG emission,2024,28.437
BRICS,BRICS,Poultry meat,Direct GHG emission,2025,28.56
BRICS,BRICS,Poultry meat,Direct GHG emission,2026,28.664
BRICS,BRICS,Poultry meat,Direct GHG emission,2027,28.758
BRICS,BRICS,Poultry meat,Direct GHG emission,2028,28.848
BRICS,BRICS,Poultry meat,Direct GHG emission,2029,28.937
BRICS,BRICS,Poultry meat,Direct GHG emission,2030,29.021
AFR,AFRICA,Beef and veal,Imports,1990,478.277
AFR,AFRICA,Beef and veal,Imports,1991,524.179
AFR,AFRICA,Beef and veal,Imports,1992,562.676
AFR,AFRICA,Beef and veal,Imports,1993,568.563
AFR,AFRICA,Beef and veal,Imports,1994,588.506
AFR,AFRICA,Beef and veal,Imports,1995,581.104
AFR,AFRICA,Beef and veal,Imports,1996,496.24
AFR,AFRICA,Beef and veal,Imports,1997,504.265
AFR,AFRICA,Beef and veal,Imports,1998,509.573
AFR,AFRICA,Beef and veal,Imports,1999,485.811
AFR,AFRICA,Beef and veal,Imports,2000,408.974
AFR,AFRICA,Beef and veal,Imports,2001,319.835
AFR,AFRICA,Beef and veal,Imports,2002,456.833
AFR,AFRICA,Beef and veal,Imports,2003,392.158
AFR,AFRICA,Beef and veal,Imports,2004,546.67
AFR,AFRICA,Beef and veal,Imports,2005,603.63
AFR,AFRICA,Beef and veal,Imports,2006,681.876
AFR,AFRICA,Beef and veal,Imports,2007,837.699
AFR,AFRICA,Beef and veal,Imports,2008,470.767
AFR,AFRICA,Beef and veal,Imports,2009,543.883
AFR,AFRICA,Beef and veal,Imports,2010,548.022
AFR,AFRICA,Beef and veal,Imports,2011,645.402
AFR,AFRICA,Beef and veal,Imports,2012,648.795
AFR,AFRICA,Beef and veal,Imports,2013,580.703
AFR,AFRICA,Beef and veal,Imports,2014,892.899
AFR,AFRICA,Beef and veal,Imports,2015,1173.328
AFR,AFRICA,Beef and veal,Imports,2016,847.484
AFR,AFRICA,Beef and veal,Imports,2017,794.539
AFR,AFRICA,Beef and veal,Imports,2018,939.705
AFR,AFRICA,Beef and veal,Imports,2019,878.166
AFR,AFRICA,Beef and veal,Imports,2020,767.667
AFR,AFRICA,Beef and veal,Imports,2021,841.889
AFR,AFRICA,Beef and veal,Imports,2022,876.411
AFR,AFRICA,Beef and veal,Imports,2023,921.958
AFR,AFRICA,Beef and veal,Imports,2024,950.307
AFR,AFRICA,Beef and veal,Imports,2025,975.78
AFR,AFRICA,Beef and veal,Imports,2026,1018.252
AFR,AFRICA,Beef and veal,Imports,2027,1064.586
AFR,AFRICA,Beef and veal,Imports,2028,1107.165
AFR,AFRICA,Beef and veal,Imports,2029,1150.042
AFR,AFRICA,Beef and veal,Imports,2030,1193.328
WLD,WORLD,Beef and veal,Consumption,1990,47976.339
WLD,WORLD,Beef and veal,Consumption,1991,49692.003
WLD,WORLD,Beef and veal,Consumption,1992,53903.655
WLD,WORLD,Beef and veal,Consumption,1993,54063.592
WLD,WORLD,Beef and veal,Consumption,1994,55155.672
WLD,WORLD,Beef and veal,Consumption,1995,55849.622
WLD,WORLD,Beef and veal,Consumption,1996,56424.814
WLD,WORLD,Beef and veal,Consumption,1997,57310.549
WLD,WORLD,Beef and veal,Consumption,1998,57407.149
WLD,WORLD,Beef and veal,Consumption,1999,58241.66
WLD,WORLD,Beef and veal,Consumption,2000,58869.159
WLD,WORLD,Beef and veal,Consumption,2001,57543.666
WLD,WORLD,Beef and veal,Consumption,2002,59653.105
WLD,WORLD,Beef and veal,Consumption,2003,60784.161
WLD,WORLD,Beef and veal,Consumption,2004,61512.182
WLD,WORLD,Beef and veal,Consumption,2005,62550.503
WLD,WORLD,Beef and veal,Consumption,2006,64711.958
WLD,WORLD,Beef and veal,Consumption,2007,66161.871
WLD,WORLD,Beef and veal,Consumption,2008,65178.409
WLD,WORLD,Beef and veal,Consumption,2009,64792.205
WLD,WORLD,Beef and veal,Consumption,2010,64952.764
WLD,WORLD,Beef and veal,Consumption,2011,64408.597
WLD,WORLD,Beef and veal,Consumption,2012,64825.206
WLD,WORLD,Beef and veal,Consumption,2013,66138.934
WLD,WORLD,Beef and veal,Consumption,2014,66599.644
WLD,WORLD,Beef and veal,Consumption,2015,66154.926
WLD,WORLD,Beef and veal,Consumption,2016,66943.443
WLD,WORLD,Beef and veal,Consumption,2017,68140.615
WLD,WORLD,Beef and veal,Consumption,2018,70211.413
WLD,WORLD,Beef and veal,Consumption,2019,70508.483
WLD,WORLD,Beef and veal,Consumption,2020,70124.597
WLD,WORLD,Beef and veal,Consumption,2021,70116.935
WLD,WORLD,Beef and veal,Consumption,2022,70430.141
WLD,WORLD,Beef and veal,Consumption,2023,70947.532
WLD,WORLD,Beef and veal,Consumption,2024,71614.774
WLD,WORLD,Beef and veal,Consumption,2025,72134.237
WLD,WORLD,Beef and veal,Consumption,2026,72556.251
WLD,WORLD,Beef and veal,Consumption,2027,72958.657
WLD,WORLD,Beef and veal,Consumption,2028,73474.527
WLD,WORLD,Beef and veal,Consumption,2029,73967.63
WLD,WORLD,Beef and veal,Consumption,2030,74420.951
BRICS,BRICS,Poultry meat,Production,1990,8368.541
BRICS,BRICS,Poultry meat,Production,1991,9454.472
BRICS,BRICS,Poultry meat,Production,1992,10046.851
BRICS,BRICS,Poultry meat,Production,1993,11494.353
BRICS,BRICS,Poultry meat,Production,1994,12333.583
BRICS,BRICS,Poultry meat,Production,1995,14351.42
BRICS,BRICS,Poultry meat,Production,1996,14310.448
BRICS,BRICS,Poultry meat,Production,1997,16070.676
BRICS,BRICS,Poultry meat,Production,1998,17574.156
BRICS,BRICS,Poultry meat,Production,1999,18899.049
BRICS,BRICS,Poultry meat,Production,2000,20600.83
BRICS,BRICS,Poultry meat,Production,2001,20962.311
BRICS,BRICS,Poultry meat,Production,2002,22300.968
BRICS,BRICS,Poultry meat,Production,2003,23626.921
BRICS,BRICS,Poultry meat,Production,2004,24875.549
BRICS,BRICS,Poultry meat,Production,2005,25320.313
BRICS,BRICS,Poultry meat,Production,2006,26242.881
BRICS,BRICS,Poultry meat,Production,2007,28631.223
BRICS,BRICS,Poultry meat,Production,2008,31310.238
BRICS,BRICS,Poultry meat,Production,2009,32796.052
BRICS,BRICS,Poultry meat,Production,2010,35134.247
BRICS,BRICS,Poultry meat,Production,2011,36839.187
BRICS,BRICS,Poultry meat,Production,2012,38360.283
BRICS,BRICS,Poultry meat,Production,2013,38263.488
BRICS,BRICS,Poultry meat,Production,2014,38783.074
BRICS,BRICS,Poultry meat,Production,2015,40927.034
BRICS,BRICS,Poultry meat,Production,2016,41800.441
BRICS,BRICS,Poultry meat,Production,2017,42619.394
BRICS,BRICS,Poultry meat,Production,2018,43661.327
BRICS,BRICS,Poultry meat,Production,2019,47220.354
BRICS,BRICS,Poultry meat,Production,2020,48192.772
BRICS,BRICS,Poultry meat,Production,2021,48571.884
BRICS,BRICS,Poultry meat,Production,2022,49217.992
BRICS,BRICS,Poultry meat,Production,2023,48966.781
BRICS,BRICS,Poultry meat,Production,2024,49692.231
BRICS,BRICS,Poultry meat,Production,2025,50394.282
BRICS,BRICS,Poultry meat,Production,2026,51076.03
BRICS,BRICS,Poultry meat,Production,2027,51758.129
BRICS,BRICS,Poultry meat,Production,2028,52447.95
BRICS,BRICS,Poultry meat,Production,2029,53154.257
BRICS,BRICS,Poultry meat,Production,2030,53856.708
NOA,NORTH AMERICA,Sheepmeat,Production,1990,184.255
NOA,NORTH AMERICA,Sheepmeat,Production,1991,191.196
NOA,NORTH AMERICA,Sheepmeat,Production,1992,185.519
NOA,NORTH AMERICA,Sheepmeat,Production,1993,180.652
NOA,NORTH AMERICA,Sheepmeat,Production,1994,165.758
NOA,NORTH AMERICA,Sheepmeat,Production,1995,145.048
NOA,NORTH AMERICA,Sheepmeat,Production,1996,138.937
NOA,NORTH AMERICA,Sheepmeat,Production,1997,135.267
NOA,NORTH AMERICA,Sheepmeat,Production,1998,131.531
NOA,NORTH AMERICA,Sheepmeat,Production,1999,131.197
NOA,NORTH AMERICA,Sheepmeat,Production,2000,126.083
NOA,NORTH AMERICA,Sheepmeat,Production,2001,125.398
NOA,NORTH AMERICA,Sheepmeat,Production,2002,125.28
NOA,NORTH AMERICA,Sheepmeat,Production,2003,115.716
NOA,NORTH AMERICA,Sheepmeat,Production,2004,114.36
NOA,NORTH AMERICA,Sheepmeat,Production,2005,110.785
NOA,NORTH AMERICA,Sheepmeat,Production,2006,109.16
NOA,NORTH AMERICA,Sheepmeat,Production,2007,108.265
NOA,NORTH AMERICA,Sheepmeat,Production,2008,103.416
NOA,NORTH AMERICA,Sheepmeat,Production,2009,102.013
NOA,NORTH AMERICA,Sheepmeat,Production,2010,98.11
NOA,NORTH AMERICA,Sheepmeat,Production,2011,91.631
NOA,NORTH AMERICA,Sheepmeat,Production,2012,95.065
NOA,NORTH AMERICA,Sheepmeat,Production,2013,96.043
NOA,NORTH AMERICA,Sheepmeat,Production,2014,96.189
NOA,NORTH AMERICA,Sheepmeat,Production,2015,93.748
NOA,NORTH AMERICA,Sheepmeat,Production,2016,93.481
NOA,NORTH AMERICA,Sheepmeat,Production,2017,89.004
NOA,NORTH AMERICA,Sheepmeat,Production,2018,91.216
NOA,NORTH AMERICA,Sheepmeat,Production,2019,93.546
NOA,NORTH AMERICA,Sheepmeat,Production,2020,92.689
NOA,NORTH AMERICA,Sheepmeat,Production,2021,95.528
NOA,NORTH AMERICA,Sheepmeat,Production,2022,95.395
NOA,NORTH AMERICA,Sheepmeat,Production,2023,95.345
NOA,NORTH AMERICA,Sheepmeat,Production,2024,95.093
NOA,NORTH AMERICA,Sheepmeat,Production,2025,94.941
NOA,NORTH AMERICA,Sheepmeat,Production,2026,94.822
NOA,NORTH AMERICA,Sheepmeat,Production,2027,94.724
NOA,NORTH AMERICA,Sheepmeat,Production,2028,94.655
NOA,NORTH AMERICA,Sheepmeat,Production,2029,94.614
NOA,NORTH AMERICA,Sheepmeat,Production,2030,94.619
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,1990,16.491
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,1991,16.461
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,1992,16.244
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,1993,16.104
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,1994,16.943
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,1995,17.13
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,1996,18.026
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,1997,17.678
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,1998,17.051
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,1999,17.726
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2000,17.85
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2001,17.345
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2002,17.436
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2003,18.701
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2004,18.013
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2005,18.838
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2006,19.714
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2007,19.674
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2008,18.668
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2009,17.885
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2010,17.347
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2011,17.014
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2012,17.303
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2013,18.136
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2014,17.936
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2015,16.718
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2016,16.552
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2017,16.563
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2018,16.559
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2019,15.952
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2020,15.963
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2021,15.729
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2022,15.582
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2023,15.553
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2024,15.532
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2025,15.473
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2026,15.359
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2027,15.255
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2028,15.169
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2029,15.084
LAC,LATIN AMERICA,Beef and veal,Human consumption per capita,2030,14.995
OECD,OECD countries,Beef and veal,Human consumption per capita,1990,15.374
OECD,OECD countries,Beef and veal,Human consumption per capita,1991,16.138
OECD,OECD countries,Beef and veal,Human consumption per capita,1992,15.949
OECD,OECD countries,Beef and veal,Human consumption per capita,1993,15.594
OECD,OECD countries,Beef and veal,Human consumption per capita,1994,15.769
OECD,OECD countries,Beef and veal,Human consumption per capita,1995,15.742
OECD,OECD countries,Beef and veal,Human consumption per capita,1996,15.83
OECD,OECD countries,Beef and veal,Human consumption per capita,1997,15.691
OECD,OECD countries,Beef and veal,Human consumption per capita,1998,15.788
OECD,OECD countries,Beef and veal,Human consumption per capita,1999,15.78
OECD,OECD countries,Beef and veal,Human consumption per capita,2000,16.086
OECD,OECD countries,Beef and veal,Human consumption per capita,2001,15.451
OECD,OECD countries,Beef and veal,Human consumption per capita,2002,15.848
OECD,OECD countries,Beef and veal,Human consumption per capita,2003,15.489
OECD,OECD countries,Beef and veal,Human consumption per capita,2004,15.661
OECD,OECD countries,Beef and veal,Human consumption per capita,2005,15.47
OECD,OECD countries,Beef and veal,Human consumption per capita,2006,15.536
OECD,OECD countries,Beef and veal,Human consumption per capita,2007,15.509
OECD,OECD countries,Beef and veal,Human consumption per capita,2008,15.083
OECD,OECD countries,Beef and veal,Human consumption per capita,2009,14.711
OECD,OECD countries,Beef and veal,Human consumption per capita,2010,14.738
OECD,OECD countries,Beef and veal,Human consumption per capita,2011,14.38
OECD,OECD countries,Beef and veal,Human consumption per capita,2012,14.278
OECD,OECD countries,Beef and veal,Human consumption per capita,2013,14.142
OECD,OECD countries,Beef and veal,Human consumption per capita,2014,13.933
OECD,OECD countries,Beef and veal,Human consumption per capita,2015,13.951
OECD,OECD countries,Beef and veal,Human consumption per capita,2016,14.22
OECD,OECD countries,Beef and veal,Human consumption per capita,2017,14.291
OECD,OECD countries,Beef and veal,Human consumption per capita,2018,14.665
OECD,OECD countries,Beef and veal,Human consumption per capita,2019,14.675
OECD,OECD countries,Beef and veal,Human consumption per capita,2020,14.508
OECD,OECD countries,Beef and veal,Human consumption per capita,2021,14.375
OECD,OECD countries,Beef and veal,Human consumption per capita,2022,14.387
OECD,OECD countries,Beef and veal,Human consumption per capita,2023,14.417
OECD,OECD countries,Beef and veal,Human consumption per capita,2024,14.444
OECD,OECD countries,Beef and veal,Human consumption per capita,2025,14.429
OECD,OECD countries,Beef and veal,Human consumption per capita,2026,14.435
OECD,OECD countries,Beef and veal,Human consumption per capita,2027,14.423
OECD,OECD countries,Beef and veal,Human consumption per capita,2028,14.44
OECD,OECD countries,Beef and veal,Human consumption per capita,2029,14.45
OECD,OECD countries,Beef and veal,Human consumption per capita,2030,14.456
TUR,Turkey,Pigmeat,Exports,1990,0.054
